time,CPU,memory,cpu_temp,output
2023-07-13 12:58:49.295698,2.7,75.2,30.4,0
2023-07-13 12:58:51.368025,5.7,75.1,30.4,0
2023-07-13 12:58:53.415172,28.0,75.1,30.4,0
2023-07-13 12:58:55.470068,20.2,75.1,30.4,0
2023-07-13 12:58:57.531791,24.6,75.1,30.4,0
2023-07-13 12:58:59.584056,7.3,75.1,30.4,0
2023-07-13 12:59:01.646877,11.7,75.0,30.5,0
2023-07-13 12:59:03.693092,11.9,75.1,30.5,0
2023-07-13 12:59:05.779670,25.2,75.1,30.5,0
2023-07-13 12:59:07.837855,15.8,75.0,30.5,0
2023-07-13 12:59:09.898021,20.5,75.1,30.5,0
2023-07-13 12:59:11.953921,19.2,75.1,30.5,0
2023-07-13 12:59:14.004616,18.3,75.1,30.5,0
2023-07-13 12:59:16.051052,19.8,75.1,30.5,0
2023-07-13 12:59:18.114944,1.2,75.1,30.5,0
2023-07-13 12:59:20.172954,10.8,75.1,30.5,0
2023-07-13 12:59:22.218005,9.2,75.1,30.5,0
2023-07-13 12:59:24.249968,14.6,75.2,30.5,0
2023-07-13 12:59:26.300012,2.3,75.2,30.5,0
2023-07-13 12:59:28.351069,0.4,75.2,30.5,0
2023-07-13 12:59:30.399505,15.5,75.2,30.5,0
2023-07-13 12:59:32.479018,6.2,75.2,30.5,0
2023-07-13 12:59:34.527880,17.6,75.2,30.5,0
2023-07-13 12:59:36.571039,8.0,75.1,30.5,0
2023-07-13 12:59:38.617959,11.5,75.2,30.5,0
2023-07-13 12:59:40.663609,8.1,75.2,30.5,0
2023-07-13 12:59:42.691995,15.5,75.1,30.5,0
2023-07-13 12:59:44.744052,19.8,75.2,30.5,0
2023-07-13 12:59:46.787602,13.2,75.1,30.5,0
2023-07-13 12:59:48.829820,18.2,75.1,30.5,0
2023-07-13 12:59:50.891926,19.4,75.1,30.5,0
2023-07-13 12:59:52.924331,12.8,75.1,30.5,0
2023-07-13 12:59:54.985937,14.7,75.1,30.5,0
2023-07-13 12:59:57.033978,19.4,75.1,30.5,0
2023-07-13 12:59:59.085919,28.2,75.6,30.5,0
2023-07-13 13:00:01.131944,51.9,76.3,30.5,0
2023-07-13 13:00:03.212956,26.5,76.4,30.5,0
2023-07-13 13:00:05.262904,28.0,76.4,30.5,0
2023-07-13 13:00:07.319986,9.7,76.0,30.6,0
2023-07-13 13:00:09.385032,19.9,75.9,30.6,0
2023-07-13 13:00:11.439155,13.3,76.0,30.6,0
2023-07-13 13:00:13.481029,18.5,75.9,30.6,0
2023-07-13 13:00:15.539668,13.7,75.8,30.6,0
2023-07-13 13:00:17.600841,4.6,75.9,30.6,0
2023-07-13 13:00:19.676048,6.2,75.9,30.6,0
2023-07-13 13:00:21.740042,18.0,75.5,30.6,0
2023-07-13 13:00:23.824786,13.0,75.5,30.6,0
2023-07-13 13:00:25.871896,2.3,75.5,30.6,0
2023-07-13 13:00:27.923044,4.6,75.6,30.6,0
2023-07-13 13:00:29.973947,9.2,75.6,30.6,0
2023-07-13 13:00:32.041898,16.9,75.5,30.6,0
2023-07-13 13:00:34.115400,27.3,75.5,30.6,0
2023-07-13 13:00:36.177026,5.4,75.5,30.6,0
2023-07-13 13:00:38.240916,2.0,75.5,30.6,0
2023-07-13 13:00:40.304032,3.8,75.5,30.6,0
2023-07-13 13:00:42.370050,13.3,75.5,30.6,0
2023-07-13 13:00:44.429130,3.5,75.5,30.6,0
2023-07-13 13:00:46.468761,3.5,75.5,30.6,0
2023-07-13 13:00:48.530968,1.9,75.5,30.6,0
2023-07-13 13:00:50.592650,1.9,75.5,30.6,0
2023-07-13 13:00:52.658609,7.8,75.5,30.6,0
2023-07-13 13:00:54.726906,19.1,75.4,30.6,0
2023-07-13 13:00:56.787078,21.0,75.6,30.6,0
2023-07-13 13:00:58.837958,15.2,75.5,30.6,0
2023-07-13 13:01:00.888434,1.2,75.5,30.7,0
2023-07-13 13:01:02.957061,23.1,75.5,30.7,0
2023-07-13 13:01:05.001996,31.5,75.5,30.7,0
2023-07-13 13:01:07.049270,35.3,75.5,30.7,0
2023-07-13 13:01:09.105813,38.8,75.5,30.7,0
2023-07-13 13:01:11.171098,11.5,75.4,30.7,0
2023-07-13 13:01:13.218701,17.4,75.4,30.7,0
2023-07-13 13:01:15.286024,23.6,75.3,30.7,0
2023-07-13 13:01:17.345861,17.8,75.3,30.7,0
2023-07-13 13:01:19.381622,18.6,75.4,30.7,0
2023-07-13 13:01:21.430008,28.8,75.4,30.8,0
2023-07-13 13:01:23.473881,25.6,75.6,30.8,0
2023-07-13 13:01:25.529327,42.6,75.4,30.8,0
2023-07-13 13:01:27.598715,25.0,75.2,30.8,0
2023-07-13 13:01:29.647364,26.6,75.4,30.8,0
2023-07-13 13:01:31.692764,32.2,75.8,30.8,0
2023-07-13 13:01:33.808538,92.5,77.0,30.8,0
2023-07-13 13:01:35.968384,96.2,77.1,30.8,0
2023-07-13 13:01:38.171490,100.0,77.6,30.8,0
2023-07-13 13:01:40.484305,55.6,77.7,30.8,0
2023-07-13 13:01:42.548751,1.6,77.9,30.8,0
2023-07-13 13:01:48.987872,98.9,78.4,31.5,0
2023-07-13 13:01:51.980142,100.0,78.6,31.5,1
2023-07-13 13:01:54.553260,100.0,78.7,31.5,0
2023-07-13 13:01:56.670598,84.7,81.1,31.5,0
2023-07-13 13:01:59.043481,97.3,81.4,31.5,0
2023-07-13 13:02:01.134888,75.0,81.9,31.5,0
2023-07-13 13:02:03.211878,32.9,79.0,31.5,0
2023-07-13 13:02:05.266790,68.2,78.6,31.5,0
2023-07-13 13:02:07.313703,38.9,78.7,31.5,0
2023-07-13 13:02:09.360052,42.3,81.0,31.5,0
2023-07-13 13:02:11.419227,63.0,80.0,31.5,0
2023-07-13 13:02:13.491044,71.0,80.4,31.5,0
2023-07-13 13:02:15.539844,33.7,80.3,31.5,0
2023-07-13 13:02:17.621315,71.3,80.4,31.5,0
2023-07-13 13:02:19.697679,28.0,80.4,31.6,0
2023-07-13 13:02:21.741725,34.6,80.4,31.6,0
2023-07-13 13:02:23.820646,33.7,80.3,31.6,0
2023-07-13 13:02:25.881781,34.7,80.4,31.6,0
2023-07-13 13:02:27.964838,60.2,80.5,31.6,0
2023-07-13 13:02:30.035311,27.6,80.5,31.6,0
2023-07-13 13:02:32.104121,36.2,80.4,31.6,0
2023-07-13 13:02:34.171641,42.3,80.4,31.6,0
2023-07-13 13:02:36.233065,49.0,80.4,31.6,0
2023-07-13 13:02:38.294549,28.7,80.5,31.6,0
2023-07-13 13:02:40.355854,38.7,80.5,31.6,0
2023-07-13 13:02:42.409212,27.7,80.6,31.6,0
2023-07-13 13:02:44.473774,35.0,80.6,31.6,0
2023-07-13 13:02:46.535791,40.5,80.7,31.6,0
2023-07-13 13:02:48.590705,47.7,80.7,31.6,0
2023-07-13 13:02:50.648203,79.6,80.8,31.6,0
2023-07-13 13:02:52.716670,29.7,80.8,31.6,0
2023-07-13 13:02:54.760207,26.8,80.8,31.6,0
2023-07-13 13:02:56.814712,27.6,80.8,31.6,0
2023-07-13 13:02:58.868223,34.9,80.8,31.6,0
2023-07-13 13:03:00.939920,93.1,81.8,31.6,0
2023-07-13 13:03:03.039307,56.7,80.7,31.6,0
2023-07-13 13:03:05.108799,34.8,80.7,31.6,0
2023-07-13 13:03:07.155988,30.3,80.8,31.6,0
2023-07-13 13:03:09.217878,34.9,80.8,31.6,0
2023-07-13 13:03:11.286487,45.4,80.9,31.6,0
2023-07-13 13:03:13.365700,38.7,80.9,31.6,0
2023-07-13 13:03:15.411807,40.3,80.9,31.6,0
2023-07-13 13:03:17.463516,49.6,80.9,31.6,0
2023-07-13 13:03:19.523931,40.8,80.9,31.6,0
2023-07-13 13:03:21.598179,30.3,80.9,31.6,0
2023-07-13 13:03:23.668760,51.7,80.9,31.6,0
2023-07-13 13:03:25.764009,27.3,80.7,31.6,0
2023-07-13 13:03:27.833755,26.1,80.5,31.6,0
2023-07-13 13:03:29.880790,26.1,80.6,31.6,0
2023-07-13 13:03:31.924916,40.3,80.5,31.6,0
2023-07-13 13:03:33.995249,41.7,80.6,31.6,0
2023-07-13 13:03:36.040841,27.2,80.4,31.6,0
2023-07-13 13:03:38.089792,29.2,80.5,31.6,0
2023-07-13 13:03:40.140779,29.4,80.4,31.6,0
2023-07-13 13:03:42.196849,28.5,80.5,31.6,0
2023-07-13 13:03:44.241680,28.1,80.5,31.6,0
2023-07-13 13:03:46.300785,25.3,80.6,31.6,0
2023-07-13 13:03:48.344694,52.3,80.4,31.6,0
2023-07-13 13:03:50.418896,54.6,80.2,31.6,0
2023-07-13 13:03:52.483376,54.3,80.3,31.6,0
2023-07-13 13:03:54.564510,58.5,80.3,31.6,0
2023-07-13 13:03:56.652929,58.2,80.2,31.6,0
2023-07-13 13:03:58.709974,25.7,80.4,31.6,0
2023-07-13 13:04:00.762742,32.9,81.4,31.6,0
2023-07-13 13:04:02.833489,60.8,79.6,31.6,0
2023-07-13 13:04:04.900959,60.6,79.7,31.6,0
2023-07-13 13:04:06.953481,49.0,79.8,31.6,0
2023-07-13 13:04:09.146615,35.5,80.0,31.6,0
2023-07-13 13:04:11.199425,37.0,80.5,31.6,0
2023-07-13 13:04:13.268905,29.8,80.4,31.6,0
2023-07-13 13:04:15.323654,31.1,80.4,31.6,0
2023-07-13 13:04:17.369535,26.2,80.4,31.6,0
2023-07-13 13:04:19.424961,28.0,80.3,31.6,0
2023-07-13 13:04:21.468836,62.3,80.4,31.6,0
2023-07-13 13:04:23.515677,50.8,80.3,31.6,0
2023-07-13 13:04:25.560937,35.6,80.3,31.6,0
2023-07-13 13:04:27.610470,26.7,80.3,31.6,0
2023-07-13 13:04:29.654684,25.4,80.3,31.6,0
2023-07-13 13:04:31.702645,28.0,80.3,31.6,0
2023-07-13 13:04:33.752035,30.7,80.3,31.6,0
2023-07-13 13:04:35.820443,50.8,80.2,31.6,0
2023-07-13 13:04:37.926456,75.0,80.1,31.6,0
2023-07-13 13:04:40.017861,55.2,80.1,31.6,0
2023-07-13 13:04:42.067615,54.5,80.2,31.6,0
2023-07-13 13:04:44.131101,67.6,80.2,31.6,0
2023-07-13 13:04:46.205551,59.5,80.1,31.6,0
2023-07-13 13:04:48.278012,28.9,80.2,31.6,0
2023-07-13 13:04:50.331303,27.3,80.1,31.6,0
2023-07-13 13:04:52.395517,30.7,80.1,31.6,0
2023-07-13 13:04:54.452112,70.8,80.1,31.6,0
2023-07-13 13:04:56.635273,74.0,80.4,31.6,0
2023-07-13 13:04:58.834397,98.5,81.3,31.6,0
2023-07-13 13:05:01.017559,61.7,81.4,31.6,0
2023-07-13 13:05:03.169802,28.0,80.9,31.6,0
2023-07-13 13:05:05.215786,32.2,80.8,31.6,0
2023-07-13 13:05:07.268108,31.6,81.0,31.6,0
2023-07-13 13:05:09.329869,42.2,80.8,31.6,0
2023-07-13 13:05:11.394406,51.5,79.0,31.6,0
2023-07-13 13:05:13.470560,30.1,78.7,31.6,0
2023-07-13 13:05:15.514392,31.5,78.6,31.6,0
2023-07-13 13:05:17.563908,28.5,78.5,31.6,0
2023-07-13 13:05:19.623699,30.9,78.5,31.6,0
2023-07-13 13:05:21.672091,29.6,78.6,31.6,0
2023-07-13 13:05:23.715626,27.7,78.6,31.6,0
2023-07-13 13:05:25.768145,30.7,78.6,31.6,0
2023-07-13 13:05:27.829707,45.4,78.5,31.6,0
2023-07-13 13:05:29.901095,41.2,78.5,31.6,0
2023-07-13 13:05:31.956596,32.7,78.4,31.6,0
2023-07-13 13:05:34.016095,28.5,78.3,31.6,0
2023-07-13 13:05:36.063557,27.0,78.3,31.6,0
2023-07-13 13:05:38.124044,30.0,78.3,31.6,0
2023-07-13 13:05:40.186534,29.6,78.3,31.6,0
2023-07-13 13:05:42.247026,29.8,78.3,31.6,0
2023-07-13 13:05:44.312505,27.6,78.3,31.6,0
2023-07-13 13:05:46.371996,26.6,78.2,31.6,0
2023-07-13 13:05:48.417526,32.0,78.2,31.6,0
2023-07-13 13:05:50.473036,30.7,78.2,31.6,0
2023-07-13 13:05:52.531530,29.6,78.2,31.6,0
2023-07-13 13:05:54.587033,31.6,78.2,31.6,0
2023-07-13 13:05:56.644566,42.0,78.2,31.6,0
2023-07-13 13:05:58.769886,29.7,78.4,31.6,0
2023-07-13 13:06:00.823826,29.6,78.5,31.6,0
2023-07-13 13:06:02.889890,26.9,78.0,31.6,0
2023-07-13 13:06:04.940738,26.2,78.2,31.6,0
2023-07-13 13:06:06.986268,25.4,78.2,31.6,0
2023-07-13 13:06:09.028807,26.1,78.1,31.6,0
2023-07-13 13:06:11.079663,27.2,78.1,31.6,0
2023-07-13 13:06:13.130172,26.5,78.1,31.6,0
2023-07-13 13:06:15.173984,28.5,78.1,31.6,0
2023-07-13 13:06:17.233488,28.4,78.1,31.6,0
2023-07-13 13:06:19.277801,28.9,78.1,31.6,0
2023-07-13 13:06:21.325232,26.4,78.4,31.6,0
2023-07-13 13:06:23.376941,22.2,78.8,31.6,0
2023-07-13 13:06:25.424897,18.6,80.3,31.6,0
2023-07-13 13:06:27.471905,21.9,82.1,31.6,0
2023-07-13 13:06:29.531625,29.4,82.5,31.6,0
2023-07-13 13:06:31.583861,28.5,82.4,31.6,0
2023-07-13 13:06:33.632733,46.9,82.3,31.6,0
2023-07-13 13:06:35.698065,50.2,82.3,31.6,0
2023-07-13 13:06:37.757116,32.2,82.4,31.6,0
2023-07-13 13:06:39.818317,30.4,82.5,31.6,0
2023-07-13 13:06:41.868664,29.6,82.5,31.6,0
2023-07-13 13:06:43.913730,27.7,82.5,31.6,0
2023-07-13 13:06:45.962823,27.3,82.5,31.6,0
2023-07-13 13:06:48.024308,31.8,82.5,31.6,0
2023-07-13 13:06:50.084274,43.8,83.0,31.6,0
2023-07-13 13:06:52.199632,28.7,82.8,31.6,0
2023-07-13 13:06:54.245690,28.9,82.7,31.6,0
2023-07-13 13:06:56.289912,27.7,82.7,31.6,0
2023-07-13 13:06:58.340862,26.6,82.6,31.6,0
2023-07-13 13:07:00.388169,30.3,82.7,31.6,0
2023-07-13 13:07:02.450205,26.2,82.7,31.6,0
2023-07-13 13:07:04.509386,30.9,82.5,31.6,0
2023-07-13 13:07:06.544579,28.8,82.6,31.6,0
2023-07-13 13:07:08.606960,30.9,82.6,31.6,0
2023-07-13 13:07:10.664766,34.1,82.6,31.6,0
2023-07-13 13:07:12.714044,29.5,82.7,31.6,0
2023-07-13 13:07:14.764874,25.8,82.6,31.6,0
2023-07-13 13:07:16.814451,29.7,82.6,31.7,0
2023-07-13 13:07:18.872400,31.2,82.6,31.7,0
2023-07-13 13:07:20.938361,37.8,82.6,31.7,0
2023-07-13 13:07:22.998794,28.8,82.5,31.7,0
2023-07-13 13:07:25.064621,26.2,82.6,31.7,0
2023-07-13 13:07:27.111649,23.0,82.5,31.7,0
2023-07-13 13:07:29.153186,25.7,82.6,31.7,0
2023-07-13 13:07:31.215970,25.4,82.5,31.7,0
2023-07-13 13:07:33.264685,27.7,82.5,31.7,0
2023-07-13 13:07:35.315733,33.7,82.5,31.7,0
2023-07-13 13:07:37.374802,28.5,82.6,31.7,0
2023-07-13 13:07:39.444371,45.6,82.6,31.7,0
2023-07-13 13:07:41.497877,38.3,82.6,31.7,0
2023-07-13 13:07:43.547168,29.0,82.6,31.7,0
2023-07-13 13:07:45.609628,26.2,82.6,31.7,0
2023-07-13 13:07:47.661864,26.2,82.8,31.7,0
2023-07-13 13:07:49.717631,31.7,82.6,31.7,0
2023-07-13 13:07:51.762698,28.9,82.7,31.7,0
2023-07-13 13:07:53.813700,27.0,82.7,31.7,0
2023-07-13 13:07:55.873226,30.4,82.6,31.7,0
2023-07-13 13:07:57.935389,28.8,82.6,31.7,0
2023-07-13 13:07:59.986146,31.2,82.6,31.7,0
2023-07-13 13:08:02.031471,30.4,82.6,31.8,0
2023-07-13 13:08:04.088207,48.2,83.8,31.8,0
2023-07-13 13:08:06.148349,52.9,83.5,31.8,0
2023-07-13 13:08:08.227788,51.0,83.6,31.8,0
2023-07-13 13:08:10.306348,63.1,83.5,31.8,0
2023-07-13 13:08:12.372638,28.9,82.6,31.8,0
2023-07-13 13:08:14.421851,35.4,82.7,31.8,0
2023-07-13 13:08:16.472574,30.5,82.7,31.8,0
2023-07-13 13:08:18.531244,26.8,82.7,31.8,0
2023-07-13 13:08:20.588663,26.8,82.5,31.8,0
2023-07-13 13:08:22.647349,25.8,82.6,31.8,0
2023-07-13 13:08:24.690921,27.0,82.5,31.8,0
2023-07-13 13:08:26.735766,26.7,82.6,31.8,0
2023-07-13 13:08:28.783292,25.4,82.6,31.8,0
2023-07-13 13:08:30.830123,26.8,82.6,31.7,0
2023-07-13 13:08:32.873796,26.9,82.5,31.7,0
2023-07-13 13:08:34.922448,29.2,82.3,31.8,0
2023-07-13 13:08:36.982384,29.5,82.4,31.8,0
2023-07-13 13:08:39.057967,27.3,82.4,31.8,0
2023-07-13 13:08:41.111512,28.1,82.5,31.8,0
2023-07-13 13:08:43.172844,28.1,82.5,31.8,0
2023-07-13 13:08:45.242482,45.2,82.3,31.8,0
2023-07-13 13:08:47.298479,34.8,82.5,31.8,0
2023-07-13 13:08:49.352511,28.2,82.4,31.8,0
2023-07-13 13:08:51.414888,31.8,82.4,31.9,0
2023-07-13 13:08:53.473694,23.6,82.5,31.9,0
2023-07-13 13:08:55.530835,43.1,82.4,31.9,0
2023-07-13 13:08:57.584387,25.0,82.5,31.9,0
2023-07-13 13:08:59.645543,27.3,82.5,31.9,0
2023-07-13 13:09:01.701492,27.7,82.3,31.9,0
2023-07-13 13:09:03.746875,24.4,82.2,31.8,0
2023-07-13 13:09:05.813699,25.4,82.2,31.8,0
2023-07-13 13:09:07.874570,28.5,82.2,31.9,0
2023-07-13 13:09:09.924726,27.0,82.2,31.9,0
2023-07-13 13:09:11.991527,27.7,82.3,31.9,0
2023-07-13 13:09:14.032828,27.5,82.3,31.9,0
2023-07-13 13:09:16.098923,26.5,82.4,31.9,0
2023-07-13 13:09:18.153455,29.2,82.4,31.9,0
2023-07-13 13:09:20.200781,35.2,82.7,31.9,0
2023-07-13 13:09:22.251151,33.5,82.8,31.9,0
2023-07-13 13:09:24.310532,28.8,82.8,31.9,0
2023-07-13 13:09:26.368768,27.0,82.8,31.9,0
2023-07-13 13:09:28.413841,26.9,82.7,31.9,0
2023-07-13 13:09:30.467485,23.8,83.5,31.9,0
2023-07-13 13:09:32.516041,16.9,80.2,31.8,0
2023-07-13 13:09:34.621881,89.0,81.9,31.8,0
2023-07-13 13:09:36.800055,94.7,81.7,31.9,0
2023-07-13 13:09:38.933350,47.7,81.3,31.9,0
2023-07-13 13:09:40.984245,40.2,81.3,31.8,0
2023-07-13 13:27:25.396114,0.8,83.9,32.9,0
2023-07-13 13:27:27.430757,84.5,83.7,32.9,0
2023-07-13 13:27:29.500247,73.6,83.8,32.9,0
2023-07-13 13:27:31.556149,15.4,83.7,32.9,0
2023-07-13 13:27:33.585116,11.9,83.6,32.9,0
2023-07-13 13:27:35.615983,9.8,83.5,32.9,0
2023-07-13 13:27:37.659114,23.3,83.4,32.9,0
2023-07-13 13:27:39.704108,3.8,83.4,32.9,0
2023-07-13 13:27:41.744141,8.7,83.3,32.9,0
2023-07-13 13:27:43.776134,27.9,83.5,32.9,0
2023-07-13 13:27:45.805987,24.2,83.4,32.9,0
2023-07-13 13:27:47.850318,23.7,83.3,32.9,0
2023-07-13 13:27:49.909094,6.2,83.2,32.9,0
2023-07-13 13:27:51.939124,5.1,83.1,32.9,0
2023-07-13 13:27:53.969544,10.7,83.2,32.9,0
2023-07-13 13:27:56.010139,5.7,83.1,32.9,0
2023-07-13 13:27:58.041065,13.8,83.2,32.9,0
2023-07-13 13:28:00.089920,4.2,83.2,32.9,0
2023-07-13 13:28:02.132867,4.7,83.3,32.9,0
2023-07-13 13:28:04.177383,12.1,83.5,32.9,0
2023-07-13 13:28:06.220051,6.6,83.2,32.9,0
2023-07-13 13:28:08.262012,14.0,83.3,32.9,0
2023-07-13 13:28:10.297718,13.4,83.5,32.9,0
2023-07-13 13:28:12.341475,32.2,83.6,32.9,0
2023-07-13 13:28:14.421927,71.6,84.5,32.9,0
2023-07-13 13:28:16.655951,95.5,81.7,32.9,0
2023-07-13 13:28:18.827328,77.7,82.1,32.9,0
2023-07-13 13:28:20.914059,67.7,81.9,32.9,0
2023-07-13 13:28:22.966957,90.0,82.6,32.9,0
2023-07-13 13:28:25.088284,93.9,82.8,32.9,0
2023-07-13 13:28:27.466927,49.6,81.9,32.9,0
2023-07-13 13:28:29.616453,4.3,81.7,32.9,0
2023-07-13 13:28:31.648703,8.0,81.9,32.9,0
2023-07-13 13:28:38.732413,100.0,82.2,32.9,0
2023-07-13 13:28:41.646620,100.0,82.2,32.9,1
2023-07-13 13:28:43.820979,71.3,83.2,32.9,0
2023-07-13 13:28:46.234150,37.2,81.4,32.9,0
2023-07-13 13:28:48.291924,18.0,81.3,32.9,0
2023-07-13 13:28:50.379251,44.4,82.2,32.9,0
2023-07-13 13:28:52.459056,54.1,82.0,32.9,0
2023-07-13 13:28:54.560350,50.0,81.9,32.9,0
2023-07-13 13:28:56.614862,2.7,81.0,32.9,0
2023-07-13 13:28:58.660950,2.0,80.8,32.9,0
2023-07-13 13:29:00.704913,76.8,81.2,32.9,0
2023-07-13 13:29:02.782758,22.9,81.3,32.9,0
2023-07-13 13:29:04.841726,38.1,81.3,32.9,0
2023-07-13 13:29:06.901688,17.2,81.2,32.9,0
2023-07-13 13:29:08.957994,29.5,81.3,32.9,0
2023-07-13 13:29:11.003108,10.9,81.3,32.9,0
2023-07-13 13:29:13.047118,12.3,81.1,32.9,0
2023-07-13 13:29:15.099916,5.1,81.3,32.9,0
2023-07-13 13:29:17.140677,6.5,80.9,32.9,0
2023-07-13 13:29:19.172924,9.7,81.2,32.9,0
2023-07-13 13:29:21.208097,11.2,81.2,32.9,0
2023-07-13 13:29:23.243082,45.9,81.2,32.9,0
2023-07-13 13:29:25.292717,11.5,81.2,32.9,0
2023-07-13 13:29:27.337934,14.5,81.0,32.9,0
2023-07-13 13:29:29.372790,23.1,81.2,32.9,0
2023-07-13 13:29:31.457879,56.0,81.2,32.9,0
2023-07-13 13:29:33.513741,14.5,80.9,32.9,0
2023-07-13 13:29:35.555973,5.7,80.9,32.9,0
2023-07-13 13:29:37.605409,4.6,80.8,32.9,0
2023-07-13 13:29:39.652126,6.6,80.6,32.9,0
2023-07-13 13:29:41.691966,36.6,80.7,32.9,0
2023-07-13 13:29:43.757506,22.2,80.8,32.9,0
2023-07-13 13:29:45.822816,68.0,80.7,32.9,0
2023-07-13 13:29:47.918211,62.0,81.0,32.9,0
2023-07-13 13:29:49.994652,30.4,81.0,32.9,0
2023-07-13 13:29:52.048078,54.2,80.9,32.9,0
2023-07-13 13:29:54.100806,43.5,80.9,32.9,0
2023-07-13 13:29:56.169642,42.1,80.9,32.9,0
2023-07-13 13:29:58.233943,37.5,80.8,32.9,0
2023-07-13 13:30:00.356730,82.4,81.5,32.9,0
2023-07-13 13:30:02.407719,62.4,83.1,32.9,0
2023-07-13 13:30:04.566104,42.8,84.5,32.9,0
2023-07-13 13:30:06.611770,11.3,84.5,32.9,0
2023-07-13 13:30:08.669307,56.2,84.1,32.9,0
2023-07-13 13:30:10.762158,26.5,85.8,32.9,0
2023-07-13 13:30:12.843291,91.2,91.4,32.9,0
2023-07-13 13:30:14.938686,52.7,88.1,32.9,0
2023-07-13 13:30:17.042208,53.3,88.0,32.9,0
2023-07-13 13:30:19.105921,58.4,87.9,32.9,0
2023-07-13 13:30:21.219379,48.5,88.0,32.9,0
2023-07-13 13:30:23.293456,57.8,85.9,32.9,0
2023-07-13 13:30:25.464273,74.9,85.6,32.9,0
2023-07-13 13:30:27.531835,65.1,85.9,32.9,0
2023-07-13 13:30:29.600576,54.9,85.5,32.9,0
2023-07-13 13:30:31.667680,38.5,81.0,32.9,0
2023-07-13 13:30:33.720876,84.4,81.7,32.9,0
2023-07-13 13:30:35.893067,88.8,82.1,32.9,0
2023-07-13 13:30:38.040324,92.8,82.2,32.9,0
2023-07-13 13:30:40.141704,65.2,82.3,32.9,0
2023-07-13 13:30:42.215187,51.5,80.4,32.9,0
2023-07-13 13:30:44.297590,77.1,80.4,32.9,0
2023-07-13 13:30:46.392987,49.8,79.3,32.9,0
2023-07-13 13:30:48.467734,53.3,79.2,32.9,0
2023-07-13 13:30:50.538540,38.1,78.7,32.9,0
2023-07-13 13:30:52.586420,25.4,78.9,32.9,0
2023-07-13 13:30:54.643549,28.1,78.8,32.9,0
2023-07-13 13:30:56.689630,19.9,78.3,32.9,0
2023-07-13 13:30:58.737333,40.9,78.4,32.9,0
2023-07-13 13:31:00.813780,34.8,77.8,32.9,0
2023-07-13 13:31:02.869803,23.3,78.2,32.9,0
2023-07-13 13:31:04.935425,27.6,78.0,32.9,0
2023-07-13 13:31:07.043264,35.2,77.3,32.9,0
2023-07-13 13:31:09.116532,15.7,77.2,32.9,0
2023-07-13 13:31:11.164748,12.7,76.2,32.9,0
2023-07-13 13:31:13.228171,43.9,77.3,32.9,0
2023-07-13 13:31:15.280680,31.5,77.3,32.9,0
2023-07-13 13:31:17.338071,18.7,77.2,32.9,0
2023-07-13 13:31:19.400721,17.1,76.9,32.9,0
2023-07-13 13:31:21.452052,32.4,74.8,32.9,0
2023-07-13 13:31:23.524849,70.7,75.7,32.8,0
2023-07-13 13:31:25.617994,46.0,75.3,32.8,0
2023-07-13 13:31:27.750563,59.0,75.3,32.9,0
2023-07-13 13:31:29.889841,70.2,75.1,32.9,0
2023-07-13 13:31:32.010652,35.7,74.7,32.9,0
2023-07-13 13:31:34.074066,39.6,74.7,32.9,0
2023-07-13 13:31:36.137955,25.7,74.7,32.9,0
2023-07-13 13:31:38.197712,29.6,74.9,32.9,0
2023-07-13 13:31:40.246618,32.2,74.8,32.8,0
2023-07-13 13:31:42.301083,18.3,74.6,32.8,0
2023-07-13 13:31:44.370463,100.0,75.5,32.9,0
2023-07-13 13:31:46.817916,100.0,80.3,32.9,0
2023-07-13 13:31:49.165638,78.8,80.5,32.9,0
2023-07-13 13:31:51.282401,79.8,80.2,32.9,0
2023-07-13 13:31:53.383431,31.1,79.4,32.9,0
2023-07-13 13:31:55.501020,28.3,79.6,32.9,0
2023-07-13 13:31:57.605931,28.3,79.6,32.8,0
2023-07-13 13:31:59.663002,28.2,79.7,32.8,0
2023-07-13 13:32:01.773682,61.3,79.2,32.9,0
2023-07-13 13:32:03.888534,73.6,80.3,32.9,0
2023-07-13 13:32:06.022026,63.7,81.1,32.8,0
2023-07-13 13:32:08.114435,67.0,82.7,32.8,0
2023-07-13 13:32:10.221116,88.9,80.3,32.8,0
2023-07-13 13:32:12.412257,81.6,83.7,32.8,0
2023-07-13 13:32:14.539567,80.2,81.2,32.8,0
2023-07-13 13:32:16.667874,47.9,81.3,32.8,0
2023-07-13 13:32:18.718376,32.2,82.0,32.8,0
2023-07-13 13:32:20.760829,44.6,82.6,32.8,0
2023-07-13 13:32:22.847163,80.4,84.4,32.8,0
2023-07-13 13:32:24.949539,55.7,85.1,32.8,0
2023-07-13 13:32:27.035960,24.2,85.1,32.8,0
2023-07-13 13:32:29.138404,34.9,81.1,32.8,0
2023-07-13 13:32:31.201058,33.1,81.6,32.8,0
2023-07-13 13:32:33.249941,43.4,81.7,32.8,0
2023-07-13 13:32:35.344917,34.6,83.2,32.8,0
2023-07-13 13:32:37.428550,34.6,81.2,32.8,0
2023-07-13 13:32:39.557585,20.8,81.7,32.8,0
2023-07-13 13:32:41.677984,72.9,82.2,32.8,0
2023-07-13 13:32:43.767903,18.2,82.4,32.8,0
2023-07-13 13:32:45.852941,13.2,82.2,32.8,0
